Latitude,Longitude,TMean (°C)
50.85,-76.07,1.178
50.85,-76.07,1.251
50.85,-76.07,1.488
50.85,-76.07,1.643
50.85,-76.07,1.53
50.85,-76.07,1.508
50.85,-76.07,1.301
49.13,-74.64,2.16
49.13,-74.64,2.262
49.13,-74.64,2.247
49.13,-74.64,2.014
49.13,-74.64,1.748
49.13,-74.64,1.904
49.13,-74.64,1.745
49.13,-74.64,1.858
49.13,-74.64,2.123
49.13,-74.64,2.162
49.13,-74.64,1.987
49.13,-74.64,1.897
49.13,-74.64,2.268
49.13,-74.64,1.952
49.13,-74.64,2.131
49.13,-74.64,2.087
49.13,-74.64,2.124
49.13,-74.64,2.175
49.13,-74.64,2.095
49.13,-74.64,1.829
49.13,-74.64,1.79
49.13,-74.64,1.864
49.13,-74.64,2.135
49.13,-74.64,1.778
49.13,-74.64,1.845
49.13,-74.64,2.069
49.13,-74.64,2.234
49.13,-74.64,2.112
49.13,-74.64,2.09
49.13,-74.64,1.873
49.13,-74.64,2.139
49.13,-74.64,2.241
49.13,-74.64,2.226
49.13,-74.64,1.993
49.13,-74.64,1.727
49.13,-74.64,1.882
49.13,-74.64,1.724
49.13,-74.64,1.837
49.13,-74.64,2.102
49.13,-74.64,2.141
49.13,-74.64,1.966
49.13,-74.64,1.875
49.13,-74.64,2.247
49.13,-74.64,1.93
49.13,-74.64,2.11
49.13,-74.64,2.066
49.13,-74.64,2.103
49.13,-74.64,2.154
49.13,-74.64,2.074
49.13,-74.64,1.808
49.13,-74.64,1.769
49.13,-74.64,1.843
49.13,-74.64,2.113
49.13,-74.64,1.757
49.13,-74.64,1.824
49.13,-74.64,2.048
49.13,-74.64,2.213
49.13,-74.64,2.091
49.13,-74.64,2.069
49.13,-74.64,1.851
49.41,-74.36,2.274
49.41,-74.36,2.377
49.41,-74.36,2.364
49.41,-74.36,2.127
49.41,-74.36,1.857
49.41,-74.36,2.018
49.41,-74.36,1.859
49.41,-74.36,1.972
49.41,-74.36,2.239
49.41,-74.36,2.279
49.41,-74.36,2.104
49.41,-74.36,2.01
49.41,-74.36,2.388
49.41,-74.36,2.063
49.41,-74.36,2.244
49.41,-74.36,2.203
49.41,-74.36,2.241
49.41,-74.36,2.288
49.41,-74.36,2.211
49.41,-74.36,1.939
49.41,-74.36,1.901
49.41,-74.36,1.977
49.41,-74.36,2.253
49.41,-74.36,1.89
49.41,-74.36,1.958
49.41,-74.36,2.182
49.41,-74.36,2.352
49.41,-74.36,2.23
49.41,-74.36,2.204
49.41,-74.36,1.984
49.62,-74.54,2.19
49.62,-74.54,2.293
49.62,-74.54,2.285
49.62,-74.54,2.044
49.62,-74.54,1.768
49.62,-74.54,1.938
49.62,-74.54,1.776
49.62,-74.54,1.887
49.62,-74.54,2.157
49.62,-74.54,2.203
49.62,-74.54,2.027
49.62,-74.54,1.926
49.62,-74.54,2.314
49.62,-74.54,1.977
49.62,-74.54,2.162
49.62,-74.54,2.122
49.62,-74.54,2.162
49.62,-74.54,2.201
49.62,-74.54,2.128
49.62,-74.54,1.85
49.62,-74.54,1.813
49.62,-74.54,1.892
49.62,-74.54,2.178
49.62,-74.54,1.802
49.62,-74.54,1.873
49.62,-74.54,2.099
49.62,-74.54,2.275
49.62,-74.54,2.152
49.62,-74.54,2.12
49.62,-74.54,1.899
49.78,-74.77,2.252
49.78,-74.77,2.357
49.78,-74.77,2.34
49.78,-74.77,2.119
49.78,-74.77,1.844
49.78,-74.77,2.004
49.78,-74.77,1.844
49.78,-74.77,1.958
49.78,-74.77,2.233
49.78,-74.77,2.267
49.78,-74.77,2.099
49.78,-74.77,1.992
49.78,-74.77,2.382
49.78,-74.77,2.049
49.78,-74.77,2.232
49.78,-74.77,2.216
49.78,-74.77,2.23
49.78,-74.77,2.266
49.78,-74.77,2.203
49.78,-74.77,1.921
49.78,-74.77,1.893
49.78,-74.77,1.957
49.78,-74.77,2.245
49.78,-74.77,1.877
49.78,-74.77,1.937
49.78,-74.77,2.168
49.78,-74.77,2.333
49.78,-74.77,2.217
49.78,-74.77,2.194
49.78,-74.77,1.986
49.85,-74.41,1.887
49.85,-74.41,1.99
49.85,-74.41,1.983
49.85,-74.41,1.741
49.85,-74.41,1.466
49.85,-74.41,1.635
49.85,-74.41,1.472
49.85,-74.41,1.585
49.85,-74.41,1.854
49.85,-74.41,1.9
49.85,-74.41,1.724
49.85,-74.41,1.624
49.85,-74.41,2.012
49.85,-74.41,1.674
49.85,-74.41,1.859
49.85,-74.41,1.819
49.85,-74.41,1.859
49.85,-74.41,1.898
49.85,-74.41,1.823
49.85,-74.41,1.546
49.85,-74.41,1.51
49.85,-74.41,1.589
49.85,-74.41,1.876
49.85,-74.41,1.498
49.85,-74.41,1.57
49.85,-74.41,1.797
49.85,-74.41,1.972
49.85,-74.41,1.849
49.85,-74.41,1.817
49.85,-74.41,1.596
49.88,-73.83,1.624
49.88,-73.83,1.727
49.88,-73.83,1.713
49.88,-73.83,1.478
49.88,-73.83,1.212
49.88,-73.83,1.367
49.88,-73.83,1.209
49.88,-73.83,1.324
49.88,-73.83,1.589
49.88,-73.83,1.626
49.88,-73.83,1.451
49.88,-73.83,1.361
49.88,-73.83,1.735
49.88,-73.83,1.416
49.88,-73.83,1.594
49.88,-73.83,1.552
49.88,-73.83,1.589
49.88,-73.83,1.64
49.88,-73.83,1.559
49.88,-73.83,1.292
49.88,-73.83,1.254
49.88,-73.83,1.328
49.88,-73.83,1.6
49.88,-73.83,1.241
49.88,-73.83,1.309
49.88,-73.83,1.533
49.88,-73.83,1.7
49.88,-73.83,1.578
49.88,-73.83,1.555
49.88,-73.83,1.336
49.88,-73.82,1.58
49.88,-73.82,1.683
49.88,-73.82,1.669
49.88,-73.82,1.435
49.88,-73.82,1.168
49.88,-73.82,1.323
49.88,-73.82,1.165
49.88,-73.82,1.28
49.88,-73.82,1.545
49.88,-73.82,1.582
49.88,-73.82,1.407
49.88,-73.82,1.317
49.88,-73.82,1.69
49.88,-73.82,1.372
49.88,-73.82,1.55
49.88,-73.82,1.508
49.88,-73.82,1.544
49.88,-73.82,1.596
49.88,-73.82,1.515
49.88,-73.82,1.248
49.88,-73.82,1.21
49.88,-73.82,1.285
49.88,-73.82,1.556
49.88,-73.82,1.198
49.88,-73.82,1.265
49.88,-73.82,1.489
49.88,-73.82,1.656
49.88,-73.82,1.533
49.88,-73.82,1.511
49.88,-73.82,1.292
49.89,-73.83,1.742
49.89,-73.83,1.845
49.89,-73.83,1.831
49.89,-73.83,1.597
49.89,-73.83,1.33
49.89,-73.83,1.485
49.89,-73.83,1.327
49.89,-73.83,1.442
49.89,-73.83,1.707
49.89,-73.83,1.744
49.89,-73.83,1.569
49.89,-73.83,1.479
49.89,-73.83,1.853
49.89,-73.83,1.534
49.89,-73.83,1.712
49.89,-73.83,1.67
49.89,-73.83,1.707
49.89,-73.83,1.758
49.89,-73.83,1.677
49.89,-73.83,1.41
49.89,-73.83,1.372
49.89,-73.83,1.447
49.89,-73.83,1.718
49.89,-73.83,1.359
49.89,-73.83,1.427
49.89,-73.83,1.651
49.89,-73.83,1.818
49.89,-73.83,1.696
49.89,-73.83,1.673
49.89,-73.83,1.454
50.01,-73.64,1.624
50.01,-73.64,1.728
50.01,-73.64,1.712
50.01,-73.64,1.48
50.01,-73.64,1.215
50.01,-73.64,1.367
50.01,-73.64,1.209
50.01,-73.64,1.324
50.01,-73.64,1.589
50.01,-73.64,1.624
50.01,-73.64,1.449
50.01,-73.64,1.362
50.01,-73.64,1.732
50.01,-73.64,1.418
50.01,-73.64,1.595
50.01,-73.64,1.552
50.01,-73.64,1.587
50.01,-73.64,1.641
50.01,-73.64,1.559
50.01,-73.64,1.295
50.01,-73.64,1.257
50.01,-73.64,1.33
50.01,-73.64,1.597
50.01,-73.64,1.243
50.01,-73.64,1.311
50.01,-73.64,1.534
50.01,-73.64,1.698
50.01,-73.64,1.576
50.01,-73.64,1.556
50.01,-73.64,1.338
50.01,-73.65,1.625
50.01,-73.65,1.729
50.01,-73.65,1.713
50.01,-73.65,1.481
50.01,-73.65,1.217
50.01,-73.65,1.368
50.01,-73.65,1.21
50.01,-73.65,1.326
50.01,-73.65,1.59
50.01,-73.65,1.626
50.01,-73.65,1.451
50.01,-73.65,1.363
50.01,-73.65,1.734
50.01,-73.65,1.419
50.01,-73.65,1.596
50.01,-73.65,1.554
50.01,-73.65,1.589
50.01,-73.65,1.643
50.01,-73.65,1.56
50.01,-73.65,1.296
50.01,-73.65,1.258
50.01,-73.65,1.331
50.01,-73.65,1.599
50.01,-73.65,1.245
50.01,-73.65,1.312
50.01,-73.65,1.535
50.01,-73.65,1.699
50.01,-73.65,1.577
50.01,-73.65,1.557
50.01,-73.65,1.34
50.02,-74.69,1.921
50.02,-74.69,2.029
50.02,-74.69,2.014
50.02,-74.69,1.79
50.02,-74.69,1.52
50.02,-74.69,1.674
50.02,-74.69,1.513
50.02,-74.69,1.632
50.02,-74.69,1.903
50.02,-74.69,1.934
50.02,-74.69,1.766
50.02,-74.69,1.664
50.02,-74.69,2.053
50.02,-74.69,1.724
50.02,-74.69,1.901
50.02,-74.69,1.886
50.02,-74.69,1.897
50.02,-74.69,1.938
50.02,-74.69,1.866
50.02,-74.69,1.594
50.02,-74.69,1.567
50.02,-74.69,1.63
50.02,-74.69,1.914
50.02,-74.69,1.545
50.02,-74.69,1.61
50.02,-74.69,1.842
50.02,-74.69,2.001
50.02,-74.69,1.885
50.02,-74.69,1.865
50.02,-74.69,1.659
50.08,-74.33,1.779
50.08,-74.33,1.882
50.08,-74.33,1.871
50.08,-74.33,1.633
50.08,-74.33,1.359
50.08,-74.33,1.525
50.08,-74.33,1.364
50.08,-74.33,1.476
50.08,-74.33,1.745
50.08,-74.33,1.788
50.08,-74.33,1.614
50.08,-74.33,1.515
50.08,-74.33,1.898
50.08,-74.33,1.567
50.08,-74.33,1.751
50.08,-74.33,1.71
50.08,-74.33,1.749
50.08,-74.33,1.791
50.08,-74.33,1.718
50.08,-74.33,1.441
50.08,-74.33,1.404
50.08,-74.33,1.481
50.08,-74.33,1.763
50.08,-74.33,1.393
50.08,-74.33,1.462
50.08,-74.33,1.687
50.08,-74.33,1.861
50.08,-74.33,1.738
50.08,-74.33,1.709
50.08,-74.33,1.488
50.15,-74.95,1.862
50.15,-74.95,1.97
50.15,-74.95,1.953
50.15,-74.95,1.73
50.15,-74.95,1.46
50.15,-74.95,1.614
50.15,-74.95,1.454
50.15,-74.95,1.572
50.15,-74.95,1.843
50.15,-74.95,1.874
50.15,-74.95,1.706
50.15,-74.95,1.605
50.15,-74.95,1.992
50.15,-74.95,1.664
50.15,-74.95,1.842
50.15,-74.95,1.826
50.15,-74.95,1.837
50.15,-74.95,1.879
50.15,-74.95,1.808
50.15,-74.95,1.535
50.15,-74.95,1.507
50.15,-74.95,1.57
50.15,-74.95,1.854
50.15,-74.95,1.486
50.15,-74.95,1.551
50.15,-74.95,1.783
50.15,-74.95,1.942
50.15,-74.95,1.825
50.15,-74.95,1.806
50.15,-74.95,1.6
50.15,-74.95,1.815
50.15,-74.95,1.923
50.15,-74.95,1.906
50.15,-74.95,1.683
50.15,-74.95,1.413
50.15,-74.95,1.566
50.15,-74.95,1.406
50.15,-74.95,1.524
50.15,-74.95,1.796
50.15,-74.95,1.827
50.15,-74.95,1.659
50.15,-74.95,1.558
50.15,-74.95,1.945
50.15,-74.95,1.616
50.15,-74.95,1.795
50.15,-74.95,1.779
50.15,-74.95,1.79
50.15,-74.95,1.832
50.15,-74.95,1.761
50.15,-74.95,1.488
50.15,-74.95,1.46
50.15,-74.95,1.522
50.15,-74.95,1.807
50.15,-74.95,1.438
50.15,-74.95,1.503
50.15,-74.95,1.735
50.15,-74.95,1.894
50.15,-74.95,1.778
50.15,-74.95,1.759
50.15,-74.95,1.552
50.2,-74.63,1.938
50.2,-74.63,2.039
50.2,-74.63,2.028
50.2,-74.63,1.79
50.2,-74.63,1.515
50.2,-74.63,1.683
50.2,-74.63,1.522
50.2,-74.63,1.632
50.2,-74.63,1.903
50.2,-74.63,1.947
50.2,-74.63,1.772
50.2,-74.63,1.672
50.2,-74.63,2.055
50.2,-74.63,1.723
50.2,-74.63,1.909
50.2,-74.63,1.867
50.2,-74.63,1.908
50.2,-74.63,1.949
50.2,-74.63,1.878
50.2,-74.63,1.598
50.2,-74.63,1.56
50.2,-74.63,1.638
50.2,-74.63,1.921
50.2,-74.63,1.552
50.2,-74.63,1.619
50.2,-74.63,1.844
50.2,-74.63,2.019
50.2,-74.63,1.896
50.2,-74.63,1.867
50.2,-74.63,1.645
50.24,-75.06,1.737
50.24,-75.06,1.845
50.24,-75.06,1.828
50.24,-75.06,1.605
50.24,-75.06,1.336
50.24,-75.06,1.488
50.24,-75.06,1.328
50.24,-75.06,1.447
50.24,-75.06,1.717
50.24,-75.06,1.748
50.24,-75.06,1.58
50.24,-75.06,1.48
50.24,-75.06,1.866
50.24,-75.06,1.539
50.24,-75.06,1.717
50.24,-75.06,1.7
50.24,-75.06,1.711
50.24,-75.06,1.754
50.24,-75.06,1.682
50.24,-75.06,1.411
50.24,-75.06,1.383
50.24,-75.06,1.445
50.24,-75.06,1.728
50.24,-75.06,1.36
50.24,-75.06,1.426
50.24,-75.06,1.658
50.24,-75.06,1.816
50.24,-75.06,1.7
50.24,-75.06,1.681
50.24,-75.06,1.475
50.28,-75.06,1.746
50.28,-75.06,1.854
50.28,-75.06,1.837
50.28,-75.06,1.613
50.28,-75.06,1.344
50.28,-75.06,1.496
50.28,-75.06,1.336
50.28,-75.06,1.455
50.28,-75.06,1.725
50.28,-75.06,1.756
50.28,-75.06,1.588
50.28,-75.06,1.488
50.28,-75.06,1.874
50.28,-75.06,1.548
50.28,-75.06,1.725
50.28,-75.06,1.709
50.28,-75.06,1.719
50.28,-75.06,1.763
50.28,-75.06,1.69
50.28,-75.06,1.42
50.28,-75.06,1.391
50.28,-75.06,1.453
50.28,-75.06,1.736
50.28,-75.06,1.368
50.28,-75.06,1.434
50.28,-75.06,1.666
50.28,-75.06,1.824
50.28,-75.06,1.708
50.28,-75.06,1.689
50.28,-75.06,1.484
50.28,-75.06,1.698
50.28,-75.06,1.806
50.28,-75.06,1.789
50.28,-75.06,1.566
50.28,-75.06,1.297
50.28,-75.06,1.449
50.28,-75.06,1.289
50.28,-75.06,1.408
50.28,-75.06,1.678
50.28,-75.06,1.709
50.28,-75.06,1.541
50.28,-75.06,1.441
50.28,-75.06,1.827
50.28,-75.06,1.5
50.28,-75.06,1.678
50.28,-75.06,1.661
50.28,-75.06,1.672
50.28,-75.06,1.715
50.28,-75.06,1.643
50.28,-75.06,1.372
50.28,-75.06,1.344
50.28,-75.06,1.406
50.28,-75.06,1.689
50.28,-75.06,1.321
50.28,-75.06,1.387
50.28,-75.06,1.619
50.28,-75.06,1.777
50.28,-75.06,1.66
50.28,-75.06,1.642
50.28,-75.06,1.436
50.38,-73.66,1.264
50.38,-73.66,1.368
50.38,-73.66,1.355
50.38,-73.66,1.121
50.38,-73.66,0.856
50.38,-73.66,1.009
50.38,-73.66,0.85
50.38,-73.66,0.967
50.38,-73.66,1.231
50.38,-73.66,1.267
50.38,-73.66,1.091
50.38,-73.66,1.004
50.38,-73.66,1.374
50.38,-73.66,1.058
50.38,-73.66,1.234
50.38,-73.66,1.194
50.38,-73.66,1.23
50.38,-73.66,1.282
50.38,-73.66,1.2
50.38,-73.66,0.935
50.38,-73.66,0.898
50.38,-73.66,0.972
50.38,-73.66,1.24
50.38,-73.66,0.884
50.38,-73.66,0.952
50.38,-73.66,1.175
50.38,-73.66,1.34
50.38,-73.66,1.219
50.38,-73.66,1.197
50.38,-73.66,0.978
50.38,-73.67,1.282
50.38,-73.67,1.386
50.38,-73.67,1.373
50.38,-73.67,1.139
50.38,-73.67,0.874
50.38,-73.67,1.027
50.38,-73.67,0.868
50.38,-73.67,0.985
50.38,-73.67,1.249
50.38,-73.67,1.285
50.38,-73.67,1.109
50.38,-73.67,1.022
50.38,-73.67,1.392
50.38,-73.67,1.076
50.38,-73.67,1.252
50.38,-73.67,1.212
50.38,-73.67,1.248
50.38,-73.67,1.3
50.38,-73.67,1.218
50.38,-73.67,0.953
50.38,-73.67,0.916
50.38,-73.67,0.99
50.38,-73.67,1.258
50.38,-73.67,0.902
50.38,-73.67,0.97
50.38,-73.67,1.193
50.38,-73.67,1.358
50.38,-73.67,1.237
50.38,-73.67,1.215
50.38,-73.67,0.996
50.47,-73.64,1.207
50.47,-73.64,1.311
50.47,-73.64,1.298
50.47,-73.64,1.065
50.47,-73.64,0.801
50.47,-73.64,0.953
50.47,-73.64,0.794
50.47,-73.64,0.911
50.47,-73.64,1.175
50.47,-73.64,1.21
50.47,-73.64,1.035
50.47,-73.64,0.948
50.47,-73.64,1.318
50.47,-73.64,1.002
50.47,-73.64,1.178
50.47,-73.64,1.138
50.47,-73.64,1.174
50.47,-73.64,1.226
50.47,-73.64,1.144
50.47,-73.64,0.879
50.47,-73.64,0.842
50.47,-73.64,0.916
50.47,-73.64,1.184
50.47,-73.64,0.829
50.47,-73.64,0.896
50.47,-73.64,1.119
50.47,-73.64,1.283
50.47,-73.64,1.163
50.47,-73.64,1.141
50.47,-73.64,0.923
50.46,-74.55,1.338
50.46,-74.55,1.441
50.46,-74.55,1.427
50.46,-74.55,1.193
50.46,-74.55,0.921
50.46,-74.55,1.083
50.46,-74.55,0.924
50.46,-74.55,1.035
50.46,-74.55,1.304
50.46,-74.55,1.345
50.46,-74.55,1.17
50.46,-74.55,1.075
50.46,-74.55,1.453
50.46,-74.55,1.127
50.46,-74.55,1.31
50.46,-74.55,1.268
50.46,-74.55,1.306
50.46,-74.55,1.352
50.46,-74.55,1.277
50.46,-74.55,1.003
50.46,-74.55,0.966
50.46,-74.55,1.041
50.46,-74.55,1.319
50.46,-74.55,0.955
50.46,-74.55,1.022
50.46,-74.55,1.246
50.46,-74.55,1.417
50.46,-74.55,1.295
50.46,-74.55,1.269
50.46,-74.55,1.049
50.46,-74.55,1.338
50.46,-74.55,1.441
50.46,-74.55,1.427
50.46,-74.55,1.193
50.46,-74.55,0.921
50.46,-74.55,1.083
50.46,-74.55,0.924
50.46,-74.55,1.035
50.46,-74.55,1.304
50.46,-74.55,1.345
50.46,-74.55,1.17
50.46,-74.55,1.075
50.46,-74.55,1.453
50.46,-74.55,1.127
50.46,-74.55,1.31
50.46,-74.55,1.268
50.46,-74.55,1.306
50.46,-74.55,1.352
50.46,-74.55,1.277
50.46,-74.55,1.003
50.46,-74.55,0.966
50.46,-74.55,1.041
50.46,-74.55,1.319
50.46,-74.55,0.955
50.46,-74.55,1.022
50.46,-74.55,1.246
50.46,-74.55,1.417
50.46,-74.55,1.295
50.46,-74.55,1.269
50.46,-74.55,1.049
50.51,-74.22,0.896
50.51,-74.22,0.999
50.51,-74.22,0.985
50.51,-74.22,0.752
50.51,-74.22,0.482
50.51,-74.22,0.64
50.51,-74.22,0.481
50.51,-74.22,0.594
50.51,-74.22,0.862
50.51,-74.22,0.901
50.51,-74.22,0.726
50.51,-74.22,0.634
50.51,-74.22,1.009
50.51,-74.22,0.687
50.51,-74.22,0.868
50.51,-74.22,0.825
50.51,-74.22,0.863
50.51,-74.22,0.911
50.51,-74.22,0.834
50.51,-74.22,0.563
50.51,-74.22,0.526
50.51,-74.22,0.601
50.51,-74.22,0.874
50.51,-74.22,0.514
50.51,-74.22,0.581
50.51,-74.22,0.805
50.51,-74.22,0.974
50.51,-74.22,0.851
50.51,-74.22,0.827
50.51,-74.22,0.609
50.51,-74.22,0.911
50.51,-74.22,1.014
50.51,-74.22,0.999
50.51,-74.22,0.766
50.51,-74.22,0.497
50.51,-74.22,0.655
50.51,-74.22,0.496
50.51,-74.22,0.609
50.51,-74.22,0.876
50.51,-74.22,0.915
50.51,-74.22,0.741
50.51,-74.22,0.648
50.51,-74.22,1.024
50.51,-74.22,0.702
50.51,-74.22,0.883
50.51,-74.22,0.84
50.51,-74.22,0.877
50.51,-74.22,0.926
50.51,-74.22,0.849
50.51,-74.22,0.578
50.51,-74.22,0.541
50.51,-74.22,0.615
50.51,-74.22,0.889
50.51,-74.22,0.529
50.51,-74.22,0.596
50.51,-74.22,0.819
50.51,-74.22,0.988
50.51,-74.22,0.866
50.51,-74.22,0.842
50.51,-74.22,0.624
50.58,-74.71,1.176
50.58,-74.71,1.284
50.58,-74.71,1.266
50.58,-74.71,1.043
50.58,-74.71,0.778
50.58,-74.71,0.925
50.58,-74.71,0.765
50.58,-74.71,0.886
50.58,-74.71,1.155
50.58,-74.71,1.183
50.58,-74.71,1.016
50.58,-74.71,0.919
50.58,-74.71,1.302
50.58,-74.71,0.98
50.58,-74.71,1.155
50.58,-74.71,1.138
50.58,-74.71,1.147
50.58,-74.71,1.194
50.58,-74.71,1.118
50.58,-74.71,0.852
50.58,-74.71,0.823
50.58,-74.71,0.884
50.58,-74.71,1.163
50.58,-74.71,0.798
50.58,-74.71,0.865
50.58,-74.71,1.097
50.58,-74.71,1.252
50.58,-74.71,1.136
50.58,-74.71,1.12
50.58,-74.71,0.915
50.58,-74.71,1.192
50.58,-74.71,1.301
50.58,-74.71,1.283
50.58,-74.71,1.06
50.58,-74.71,0.794
50.58,-74.71,0.941
50.58,-74.71,0.782
50.58,-74.71,0.902
50.58,-74.71,1.171
50.58,-74.71,1.2
50.58,-74.71,1.032
50.58,-74.71,0.935
50.58,-74.71,1.318
50.58,-74.71,0.996
50.58,-74.71,1.171
50.58,-74.71,1.154
50.58,-74.71,1.164
50.58,-74.71,1.211
50.58,-74.71,1.135
50.58,-74.71,0.869
50.58,-74.71,0.84
50.58,-74.71,0.9
50.58,-74.71,1.18
50.58,-74.71,0.815
50.58,-74.71,0.882
50.58,-74.71,1.114
50.58,-74.71,1.268
50.58,-74.71,1.152
50.58,-74.71,1.136
50.58,-74.71,0.932
49.91,-73.33,1.738
49.91,-73.33,1.819
49.91,-73.33,1.808
49.91,-73.33,1.582
49.91,-73.33,1.322
49.91,-73.33,1.449
49.91,-73.33,1.286
49.91,-73.33,1.387
49.91,-73.33,1.685
49.91,-73.33,1.736
49.91,-73.33,1.541
49.91,-73.33,1.469
49.91,-73.33,1.803
49.91,-73.33,1.534
49.91,-73.33,1.708
49.91,-73.33,1.649
49.91,-73.33,1.685
49.91,-73.33,1.78
49.91,-73.33,1.654
49.91,-73.33,1.399
49.91,-73.33,1.334
49.91,-73.33,1.452
49.91,-73.33,1.657
49.91,-73.33,1.368
49.91,-73.33,1.424
49.91,-73.33,1.639
49.91,-73.33,1.795
49.91,-73.33,1.651
49.91,-73.33,1.657
49.91,-73.33,1.42
50.03,-72.69,1.665
50.03,-72.69,1.747
50.03,-72.69,1.736
50.03,-72.69,1.519
50.03,-72.69,1.265
50.03,-72.69,1.381
50.03,-72.69,1.217
50.03,-72.69,1.323
50.03,-72.69,1.618
50.03,-72.69,1.664
50.03,-72.69,1.468
50.03,-72.69,1.404
50.03,-72.69,1.729
50.03,-72.69,1.471
50.03,-72.69,1.638
50.03,-72.69,1.582
50.03,-72.69,1.616
50.03,-72.69,1.715
50.03,-72.69,1.582
50.03,-72.69,1.335
50.03,-72.69,1.273
50.03,-72.69,1.39
50.03,-72.69,1.583
50.03,-72.69,1.305
50.03,-72.69,1.361
50.03,-72.69,1.572
50.03,-72.69,1.721
50.03,-72.69,1.578
50.03,-72.69,1.59
50.03,-72.69,1.356
50.03,-72.7,1.662
50.03,-72.7,1.745
50.03,-72.7,1.734
50.03,-72.7,1.516
50.03,-72.7,1.263
50.03,-72.7,1.378
50.03,-72.7,1.214
50.03,-72.7,1.32
50.03,-72.7,1.615
50.03,-72.7,1.662
50.03,-72.7,1.465
50.03,-72.7,1.401
50.03,-72.7,1.727
50.03,-72.7,1.468
50.03,-72.7,1.636
50.03,-72.7,1.58
50.03,-72.7,1.613
50.03,-72.7,1.713
50.03,-72.7,1.58
50.03,-72.7,1.333
50.03,-72.7,1.271
50.03,-72.7,1.388
50.03,-72.7,1.581
50.03,-72.7,1.302
50.03,-72.7,1.359
50.03,-72.7,1.57
50.03,-72.7,1.718
50.03,-72.7,1.576
50.03,-72.7,1.587
50.03,-72.7,1.354
50.04,-72.97,1.7
50.04,-72.97,1.782
50.04,-72.97,1.772
50.04,-72.97,1.548
50.04,-72.97,1.291
50.04,-72.97,1.415
50.04,-72.97,1.252
50.04,-72.97,1.356
50.04,-72.97,1.65
50.04,-72.97,1.7
50.04,-72.97,1.504
50.04,-72.97,1.436
50.04,-72.97,1.766
50.04,-72.97,1.5
50.04,-72.97,1.671
50.04,-72.97,1.615
50.04,-72.97,1.65
50.04,-72.97,1.746
50.04,-72.97,1.618
50.04,-72.97,1.366
50.04,-72.97,1.302
50.04,-72.97,1.419
50.04,-72.97,1.62
50.04,-72.97,1.335
50.04,-72.97,1.392
50.04,-72.97,1.604
50.04,-72.97,1.758
50.04,-72.97,1.614
50.04,-72.97,1.622
50.04,-72.97,1.385
50.05,-72.97,1.689
50.05,-72.97,1.771
50.05,-72.97,1.76
50.05,-72.97,1.537
50.05,-72.97,1.28
50.05,-72.97,1.404
50.05,-72.97,1.24
50.05,-72.97,1.344
50.05,-72.97,1.639
50.05,-72.97,1.689
50.05,-72.97,1.493
50.05,-72.97,1.424
50.05,-72.97,1.754
50.05,-72.97,1.489
50.05,-72.97,1.66
50.05,-72.97,1.603
50.05,-72.97,1.639
50.05,-72.97,1.734
50.05,-72.97,1.606
50.05,-72.97,1.354
50.05,-72.97,1.29
50.05,-72.97,1.408
50.05,-72.97,1.609
50.05,-72.97,1.324
50.05,-72.97,1.38
50.05,-72.97,1.592
50.05,-72.97,1.747
50.05,-72.97,1.603
50.05,-72.97,1.611
50.05,-72.97,1.374
50.06,-73.17,1.631
50.06,-73.17,1.714
50.06,-73.17,1.703
50.06,-73.17,1.478
50.06,-73.17,1.219
50.06,-73.17,1.346
50.06,-73.17,1.183
50.06,-73.17,1.286
50.06,-73.17,1.581
50.06,-73.17,1.632
50.06,-73.17,1.436
50.06,-73.17,1.366
50.06,-73.17,1.698
50.06,-73.17,1.43
50.06,-73.17,1.603
50.06,-73.17,1.545
50.06,-73.17,1.582
50.06,-73.17,1.676
50.06,-73.17,1.549
50.06,-73.17,1.295
50.06,-73.17,1.231
50.06,-73.17,1.349
50.06,-73.17,1.552
50.06,-73.17,1.265
50.06,-73.17,1.322
50.06,-73.17,1.534
50.06,-73.17,1.69
50.06,-73.17,1.546
50.06,-73.17,1.553
50.06,-73.17,1.315
50.06,-73.2,1.641
50.06,-73.2,1.723
50.06,-73.2,1.713
50.06,-73.2,1.487
50.06,-73.2,1.229
50.06,-73.2,1.356
50.06,-73.2,1.192
50.06,-73.2,1.296
50.06,-73.2,1.591
50.06,-73.2,1.642
50.06,-73.2,1.446
50.06,-73.2,1.375
50.06,-73.2,1.708
50.06,-73.2,1.439
50.06,-73.2,1.612
50.06,-73.2,1.555
50.06,-73.2,1.592
50.06,-73.2,1.685
50.06,-73.2,1.559
50.06,-73.2,1.305
50.06,-73.2,1.24
50.06,-73.2,1.358
50.06,-73.2,1.562
50.06,-73.2,1.274
50.06,-73.2,1.331
50.06,-73.2,1.544
50.06,-73.2,1.7
50.06,-73.2,1.556
50.06,-73.2,1.562
50.06,-73.2,1.324
50.06,-73.2,1.641
50.06,-73.2,1.723
50.06,-73.2,1.713
50.06,-73.2,1.487
50.06,-73.2,1.229
50.06,-73.2,1.356
50.06,-73.2,1.192
50.06,-73.2,1.296
50.06,-73.2,1.591
50.06,-73.2,1.642
50.06,-73.2,1.446
50.06,-73.2,1.375
50.06,-73.2,1.708
50.06,-73.2,1.439
50.06,-73.2,1.612
50.06,-73.2,1.555
50.06,-73.2,1.592
50.06,-73.2,1.685
